Ref,Val,Package,PosX,PosY,Rot,Side
"R1","100k","R_0805_2012Metric",155.250000,-97.250000,90.000000,top
"R2","100k","R_0805_2012Metric",151.300000,-97.250000,90.000000,top
"R3","100k","R_0805_2012Metric",147.000000,-97.250000,90.000000,top
